..4....7..2....1....7841...2......9.5....3.2..3..17....9..5..14....8....853.....2,184925376925736148367841259241568793578493621639217485796352814412689537853174962,
...3.2...2.4.86..36.1......1.......8.8..73.4..6..19..7.....1...7.294..6.9.......4,875392416294186573631754892127465938589273641463819257346521789712948365958637124,
..37.84.2......7....8.6...1.4..7.3.51...2.87..7.1.6.......5.2...........52....1..,653718492412395768798462531246879315139524876875136924364951287981247653527683149,
..6..1.....27.5..........13.....85....3....6........92..9...2861.7...9..8..6.9.3.,976431825312785649548296713294368571753912468681574392439157286167823954825649137,
..17.4....7..9..1.45...89.......5.....6..2..8..7......1...8629.....2..4.84..5.6..,921764583678593412453218976214875369396142758587639124135486297769321845842957631,
.......925........4......8..6.3......8.5....6.4.7..3.8.......24....6.9..9...24657,813657492592418763476239185167382549389541276245796318651973824724865931938124657,
1..8.3.5....7.9.......6......8.1.9.75.76..13.91.....6.....74...6..1.548.......3..,129843756486759213735261894368512947547698132912437568891374625673125489254986371,
6..1.5.......2.1...3..7..8.29.7.......75....88.6..9..3..9......12......5.7.261...,682195347745328196931674582293786451417532968856419723369857214128943675574261839,
....1....57...2...6.8.......3.2..98.....735..7.5.6.1.3.89.27...1..9.......7..5...,942718365573692418618534279436251987891473526725869143389127654154986732267345891,
9..2.......5..98...27.5...17..3........12.9..3.8.4.5....94......34781........2...,983214765145679832627853491792365184456128973318947526579436218234781659861592347,
.9.5..68.4..8.....7......533.8.69.....97..4..2.6.....8...49.......27...5........7,193527684465813729782946153348169572519782436276354918827495361634271895951638247,
9..6...1.7815....6...3..8.54..8.....697.3...........9..4.9..1....3....8.5.....4..,935678214781542936264319875452897361697231548318465792846923157123754689579186423,
.4278............7.....5....549...7...9..8.417..21..9.......3.2.98..3..........15,542789136963421857871365429154936278329578641786214593415697382298153764637842915,
..8.3...16...2..5..73....26.........8.....7..1..9.35.....1...7.3.6.5829...2..9...,258637941691824357473591826537286419869415732124973568985142673316758294742369185,
.......4....8....6...7.1....16.8.7....23...61.3.1.58.2.6.23...54..5.......8....3.,371926548249853176685741329916482753852379461734165892167234985423598617598617234,
.....58...13....6.58...4.3.............85147.........94..7.8.....63.....73...9.16,694135827213987564587624931872496153369851472145273689421768395956312748738549216,
1.4......5..38..1..29....5.4.7..5.82........7.......3....1....87..9....5392....41,134529876576384219829761453417635982253498167968217534645172398781943625392856741,
..5......4..13........6......8..6.9......9.83.37.8.1..5......67..4..3..8189.7..45,875294631496137852312568479258316794641729583937485126523841967764953218189672345,
....2...3.........739.4....3..2....9.4.91..52...5...4...4..31.88.......49.2..7..5,486721593125369487739845216351274869647918352298536741574693128863152974912487635,
...6.8........2..5......7.6.9.1.32.78..7...3.......95..75.26.9..1.......9....5..8,157648329643972815289531746594163287821759634736284951475826193318497562962315478,
.7....52............8...43.5.7.6.1...8.2....7.4..51..64...7...3..213.68.....2....,974683521315942768628517439597368142186294357243751896469875213752139684831426975,
....4.8.3.......2..........2..17..5.1...893..9.43.......9.3...572.9....1.35....84,576241893341897526892563147283176459157489362964325718419638275728954631635712984,
.4896..1..7....2............6..197...5..2.9.....64.....2.......5..28.4718....6..5,248967513675134289931852647462319758153728964789645132324571896596283471817496325,
..37.....86.3.29.....6..2...384...1.2..9..46...1..8..2.......47..7.....94......2.,123749856864352971759681234938426715275913468641578392392865147517234689486197523,
5...31.7.1..89.65...6.7..837.3.........95..1...9..48.7....8..9.6........3........,548631279137892654926475183713268945864957312259314867472183596685729431391546728,
1..3.2...24..58..16.3.1...4......317.2.8.....3....7..2......5.6.5..2.7...........,195342678247658931683719254568294317729831465314567892972183546451926783836475129,
